tienda_id,sku,talla,ventas_totales,inventario_promedio,inventario_final,inventario_inicial,n_dias,ventas_diarias,rotacion,dias_inventario,sell_through_pct,cobertura_dias,alerta_quiebre,alerta_sobrestock
2,1034,M,382,70.1863,61,67,365,1.0466,5.4427,58.2853,0.3852,58.2853,False,False
2,1034,S,363,68.9589,84,85,365,0.9945,5.264,84.4628,0.4006,84.4628,False,False
2,1034,XL,729,4.4411,8,9,365,1.9973,26.0,4.0055,1.0,4.0055,True,False
2,1034,XXL,81,125.8877,148,132,365,0.2219,0.6434,365.0,0.047,365.0,False,True
2,1035,M,709,4.7699,5,8,365,1.9425,26.0,2.574,1.0,2.574,True,False
2,1035,S,87,124.7452,136,129,365,0.2384,0.6974,365.0,0.0401,365.0,False,True
2,1035,XL,88,124.1425,120,129,365,0.2411,0.7089,365.0,0.0644,365.0,False,True
2,1035,XXL,85,123.9644,142,109,365,0.2329,0.6857,365.0,0.0492,365.0,False,True
2,1036,L,353,68.8438,58,69,365,0.9671,5.1275,59.9717,0.488,59.9717,False,False
2,1036,M,373,68.1479,57,74,365,1.0219,5.4734,55.7775,0.4776,55.7775,False,False
2,1036,XL,82,125.011,145,146,365,0.2247,0.6559,365.0,0.0715,365.0,False,True
2,1037,M,367,69.0849,77,79,365,1.0055,5.3123,76.5804,0.3837,76.5804,False,False
2,1037,XL,393,69.3151,73,72,365,1.0767,5.6698,67.799,0.5695,67.799,False,False
2,1037,XXL,739,4.263,3,6,365,2.0247,26.0,1.4817,1.0,1.4817,True,False
2,1038,L,77,124.5589,114,100,365,0.211,0.6182,365.0,0.0553,365.0,False,True
2,1038,S,726,4.3726,3,5,365,1.989,26.0,1.5083,1.0,1.5083,True,False
2,1038,XL,742,4.6877,6,3,365,2.0329,26.0,2.9515,1.0,2.9515,True,False
2,1038,XXL,368,68.6767,60,76,365,1.0082,5.3584,59.5109,0.406,59.5109,False,False
2,1039,L,756,4.5205,1,10,365,2.0712,26.0,0.4828,1.0,0.4828,True,False
2,1039,M,722,4.4822,2,3,365,1.9781,26.0,1.0111,1.0,1.0111,True,False
2,1039,S,739,4.5425,2,5,365,2.0247,26.0,0.9878,1.0,0.9878,True,False
2,1039,XXL,358,69.7342,83,74,365,0.9808,5.1338,84.6229,0.394,84.6229,False,False
2,1040,L,84,125.0356,102,130,365,0.2301,0.6718,365.0,0.0386,365.0,False,True
2,1040,M,364,68.8685,60,64,365,0.9973,5.2854,60.1648,0.4,60.1648,False,False
2,1040,S,737,4.6959,1,6,365,2.0192,26.0,0.4953,1.0,0.4953,True,False
2,1040,XL,370,69.1836,82,58,365,1.0137,5.3481,80.8919,0.4414,80.8919,False,False
2,1040,XXL,358,69.0192,75,68,365,0.9808,5.187,76.4665,0.507,76.4665,False,False
3,1001,L,379,69.0466,76,82,365,1.0384,5.489,73.1926,0.4245,73.1926,False,False
3,1001,M,375,68.2438,70,58,365,1.0274,5.495,68.1333,0.4042,68.1333,False,False
3,1001,S,361,68.7589,79,82,365,0.989,5.2502,79.8753,0.418,79.8753,False,False
3,1001,XL,741,4.4438,3,8,365,2.0301,26.0,1.4777,1.0,1.4777,True,False
3,1001,XXL,350,68.8219,66,63,365,0.9589,5.0856,68.8286,0.4346,68.8286,False,False
3,1002,M,742,4.2466,3,7,365,2.0329,26.0,1.4757,1.0,1.4757,True,False
3,1002,S,365,69.6849,74,69,365,1.0,5.2379,74.0,0.3606,74.0,False,False
3,1002,XL,81,125.0575,127,143,365,0.2219,0.6477,365.0,0.0479,365.0,False,True
3,1002,XXL,362,68.4247,79,81,365,0.9918,5.2905,79.6547,0.4146,79.6547,False,False
3,1003,M,387,69.1863,74,73,365,1.0603,5.5936,69.7933,0.4183,69.7933,False,False
3,1003,XL,381,69.2575,69,80,365,1.0438,5.5012,66.1024,0.437,66.1024,False,False
3,1003,XXL,734,4.4411,5,6,365,2.011,26.0,2.4864,1.0,2.4864,True,False
3,1004,L,373,68.5205,60,56,365,1.0219,5.4436,58.7131,0.4585,58.7131,False,False
3,1004,M,375,68.9151,56,76,365,1.0274,5.4415,54.5067,0.4167,54.5067,False,False
3,1004,S,362,68.589,72,64,365,0.9918,5.2778,72.5967,0.3761,72.5967,False,False
3,1004,XXL,81,124.3616,139,117,365,0.2219,0.6513,365.0,0.0084,365.0,False,True
3,1005,L,374,68.7178,63,71,365,1.0247,5.4425,61.484,0.4296,61.484,False,False
3,1005,M,88,124.337,111,150,365,0.2411,0.7078,365.0,0.0477,365.0,False,True
3,1005,XL,709,4.4301,8,10,365,1.9425,26.0,4.1185,1.0,4.1185,True,False
3,1006,L,750,4.6411,2,9,365,2.0548,26.0,0.9733,1.0,0.9733,True,False
3,1006,M,362,69.2904,58,68,365,0.9918,5.2244,58.4807,0.4442,58.4807,False,False
3,1006,S,372,68.5616,66,57,365,1.0192,5.4258,64.7581,0.3989,64.7581,False,False
3,1007,M,722,4.5041,3,10,365,1.9781,26.0,1.5166,1.0,1.5166,True,False
3,1007,S,736,4.474,5,6,365,2.0164,26.0,2.4796,1.0,2.4796,True,False
3,1007,XL,689,4.6685,4,8,365,1.8877,26.0,2.119,1.0,2.119,True,False
3,1008,L,368,69.1534,71,84,365,1.0082,5.3215,70.4212,0.3904,70.4212,False,False
3,1008,S,747,4.3945,5,9,365,2.0466,26.0,2.4431,1.0,2.4431,True,False
3,1008,XL,731,4.5068,2,4,365,2.0027,26.0,0.9986,1.0,0.9986,True,False
3,1008,XXL,724,4.6795,4,4,365,1.9836,26.0,2.0166,1.0,2.0166,True,False
3,1009,L,68,126.5205,105,127,365,0.1863,0.5375,365.0,0.0238,365.0,False,True
3,1009,S,718,4.4959,9,9,365,1.9671,26.0,4.5752,1.0,4.5752,True,False
3,1009,XL,80,124.9041,110,149,365,0.2192,0.6405,365.0,0.0401,365.0,False,True
3,1010,L,353,70.1507,62,69,365,0.9671,5.032,64.1076,0.479,64.1076,False,False
3,1010,M,374,69.0,73,57,365,1.0247,5.4203,71.2433,0.507,71.2433,False,False
3,1010,S,384,68.8767,61,67,365,1.0521,5.5752,57.9818,0.4576,57.9818,False,False
3,1010,XL,356,69.3315,69,77,365,0.9753,5.1348,70.7444,0.4561,70.7444,False,False
3,1010,XXL,735,4.263,3,4,365,2.0137,26.0,1.4898,1.0,1.4898,True,False
3,1011,S,385,68.8493,58,56,365,1.0548,5.5919,54.987,0.4667,54.987,False,False
3,1011,XL,375,69.2247,56,69,365,1.0274,5.4171,54.5067,0.4088,54.5067,False,False
3,1011,XXL,372,69.2,65,57,365,1.0192,5.3757,63.7769,0.4729,63.7769,False,False
3,1012,L,332,69.0877,66,63,365,0.9096,4.8055,72.5602,0.446,72.5602,False,False
3,1012,M,377,67.9014,79,61,365,1.0329,5.5522,76.4854,0.4727,76.4854,False,False
3,1012,S,368,68.6356,55,80,365,1.0082,5.3616,54.5516,0.4081,54.5516,False,False
3,1012,XL,358,69.3918,61,70,365,0.9808,5.1591,62.1927,0.3515,62.1927,False,False
3,1012,XXL,89,124.9068,114,119,365,0.2438,0.7125,365.0,0.055,365.0,False,True
3,1013,L,731,4.4685,2,8,365,2.0027,26.0,0.9986,1.0,0.9986,True,False
3,1013,M,708,4.6849,4,7,365,1.9397,26.0,2.0621,1.0,2.0621,True,False
3,1013,S,361,69.4082,72,85,365,0.989,5.2011,72.7978,0.381,72.7978,False,False
3,1013,XL,76,124.2548,144,108,365,0.2082,0.6116,365.0,0.0624,365.0,False,True
3,1013,XXL,388,68.3178,74,64,365,1.063,5.6793,69.6134,0.4524,69.6134,False,False
3,1014,L,364,68.6904,70,61,365,0.9973,5.2991,70.1923,0.4431,70.1923,False,False
3,1014,M,356,68.5781,56,83,365,0.9753,5.1912,57.4157,0.4568,57.4157,False,False
3,1014,XL,67,124.2,141,124,365,0.1836,0.5395,365.0,0.056,365.0,False,True
3,1014,XXL,68,124.1973,142,150,365,0.1863,0.5475,365.0,0.0474,365.0,False,True
3,1015,L,359,68.5068,81,66,365,0.9836,5.2404,82.3538,0.3944,82.3538,False,False
3,1015,M,79,125.0247,107,120,365,0.2164,0.6319,365.0,0.0321,365.0,False,True
3,1015,S,355,68.8219,72,69,365,0.9726,5.1582,74.0282,0.4081,74.0282,False,False
3,1015,XL,366,68.0082,80,69,365,1.0027,5.3817,79.7814,0.4814,79.7814,False,False
3,1015,XXL,357,68.7699,54,66,365,0.9781,5.1912,55.2101,0.5162,55.2101,False,False
3,1016,L,385,68.811,65,75,365,1.0548,5.595,61.6234,0.4004,61.6234,False,False
3,1016,S,391,68.5562,84,83,365,1.0712,5.7034,78.4143,0.4504,78.4143,False,False
3,1016,XL,376,67.7918,67,84,365,1.0301,5.5464,65.0399,0.4652,65.0399,False,False
3,1016,XXL,371,68.6767,70,65,365,1.0164,5.4021,68.8679,0.3732,68.8679,False,False
3,1017,L,361,68.8247,77,80,365,0.989,5.2452,77.8532,0.4624,77.8532,False,False
3,1017,M,351,69.6329,74,80,365,0.9616,5.0407,76.9516,0.4766,76.9516,False,False
3,1017,S,730,4.4904,0,4,365,2.0,26.0,0.0,1.0,0.0,True,False
3,1017,XL,743,4.4219,8,4,365,2.0356,26.0,3.93,1.0,3.93,True,False
3,1017,XXL,385,68.6603,55,60,365,1.0548,5.6073,52.1429,0.5795,52.1429,False,False
3,1018,L,90,124.4247,142,128,365,0.2466,0.7233,365.0,0.0239,365.0,False,True
3,1018,M,360,69.4521,62,67,365,0.9863,5.1834,62.8611,0.3702,62.8611,False,False
3,1018,S,353,69.2329,61,75,365,0.9671,5.0987,63.0737,0.4648,63.0737,False,False
3,1018,XL,395,68.7068,67,79,365,1.0822,5.7491,61.9114,0.4482,61.9114,False,False
3,1018,XXL,91,124.0959,114,108,365,0.2493,0.7333,365.0,0.0854,365.0,False,True
3,1019,L,377,67.9726,81,71,365,1.0329,5.5464,78.4218,0.5037,78.4218,False,False
3,1019,M,352,68.9014,70,63,365,0.9644,5.1088,72.5852,0.4739,72.5852,False,False
3,1019,XXL,375,68.7973,57,80,365,1.0274,5.4508,55.48,0.4437,55.48,False,False
3,1020,L,708,4.6767,7,10,365,1.9397,26.0,3.6088,1.0,3.6088,True,False
3,1020,M,78,122.863,104,125,365,0.2137,0.6349,365.0,0.0404,365.0,False,True
3,1020,S,369,68.7397,61,82,365,1.011,5.3681,60.3388,0.4311,60.3388,False,False
3,1020,XL,721,4.6822,1,3,365,1.9753,26.0,0.5062,1.0,0.5062,True,False
3,1020,XXL,387,69.7973,77,75,365,1.0603,5.5446,72.6227,0.5224,72.6227,False,False
3,1021,L,370,68.9918,72,55,365,1.0137,5.363,71.027,0.4241,71.027,False,False
3,1021,M,373,69.1205,56,56,365,1.0219,5.3964,54.7989,0.5,54.7989,False,False
3,1021,XXL,370,68.6137,60,81,365,1.0137,5.3925,59.1892,0.483,59.1892,False,False
3,1022,L,364,68.937,61,55,365,0.9973,5.2802,61.1676,0.4518,61.1676,False,False
3,1022,M,77,123.9616,107,117,365,0.211,0.6212,365.0,0.0666,365.0,False,True
3,1022,S,722,4.8849,4,5,365,1.9781,26.0,2.0222,1.0,2.0222,True,False
3,1022,XXL,358,69.5014,64,66,365,0.9808,5.151,65.2514,0.4062,65.2514,False,False
3,1023,L,371,69.2548,67,68,365,1.0164,5.357,65.9164,0.4403,65.9164,False,False
3,1023,M,356,69.1397,83,58,365,0.9753,5.149,85.0983,0.3868,85.0983,False,False
3,1023,S,359,68.7151,80,64,365,0.9836,5.2245,81.337,0.4736,81.337,False,False
3,1023,XL,379,69.1425,68,78,365,1.0384,5.4814,65.4881,0.4723,65.4881,False,False
3,1024,L,79,124.9425,137,130,365,0.2164,0.6323,365.0,0.0458,365.0,False,True
3,1024,M,371,69.1671,68,66,365,1.0164,5.3638,66.9003,0.5696,66.9003,False,False
3,1024,S,374,69.1945,66,58,365,1.0247,5.4051,64.4118,0.4886,64.4118,False,False
3,1024,XXL,727,4.5014,5,4,365,1.9918,26.0,2.5103,1.0,2.5103,True,False
3,1025,L,388,69.3068,75,77,365,1.063,5.5983,70.5541,0.4514,70.5541,False,False
3,1025,M,751,4.4164,5,3,365,2.0575,26.0,2.4301,1.0,2.4301,True,False
3,1025,S,717,4.4548,6,7,365,1.9644,26.0,3.0544,1.0,3.0544,True,False
3,1025,XXL,360,67.9233,79,80,365,0.9863,5.3001,80.0972,0.4371,80.0972,False,False
3,1026,M,75,125.1644,109,113,365,0.2055,0.5992,365.0,0.0648,365.0,False,True
3,1026,S,356,68.6959,75,74,365,0.9753,5.1823,76.8961,0.4507,76.8961,False,False
3,1026,XXL,96,124.5507,102,113,365,0.263,0.7708,365.0,0.0565,365.0,False,True
3,1027,L,752,4.5836,10,9,365,2.0603,26.0,4.8537,1.0,4.8537,True,False
3,1027,XL,742,4.3644,6,3,365,2.0329,26.0,2.9515,1.0,2.9515,True,False
3,1027,XXL,87,124.726,136,121,365,0.2384,0.6975,365.0,0.0655,365.0,False,True
3,1028,L,747,4.5123,7,4,365,2.0466,26.0,3.4203,1.0,3.4203,True,False
3,1028,M,386,69.0384,76,76,365,1.0575,5.5911,71.8653,0.3432,71.8653,False,False
3,1028,S,364,69.274,73,75,365,0.9973,5.2545,73.2005,0.4773,73.2005,False,False
3,1028,XL,67,124.6027,150,122,365,0.1836,0.5377,365.0,0.0162,365.0,False,True
3,1028,XXL,366,67.9479,79,60,365,1.0027,5.3865,78.7842,0.3885,78.7842,False,False
3,1029,S,360,69.0438,83,59,365,0.9863,5.2141,84.1528,0.3966,84.1528,False,False
3,1029,XL,392,69.6877,58,55,365,1.074,5.6251,54.0051,0.4687,54.0051,False,False
3,1029,XXL,72,123.7205,100,140,365,0.1973,0.582,365.0,0.0484,365.0,False,True
3,1030,M,707,4.2986,7,9,365,1.937,26.0,3.6139,1.0,3.6139,True,False
3,1030,S,85,125.9151,147,124,365,0.2329,0.6751,365.0,0.0635,365.0,False,True
3,1030,XL,372,69.4603,68,58,365,1.0192,5.3556,66.7204,0.4537,66.7204,False,False
3,1031,L,72,126.4493,147,150,365,0.1973,0.5694,365.0,0.0409,365.0,False,True
3,1031,M,358,69.1507,58,69,365,0.9808,5.1771,59.1341,0.5047,59.1341,False,False
3,1031,S,361,69.4301,81,78,365,0.989,5.1995,81.8975,0.4263,81.8975,False,False
3,1031,XL,384,69.5068,71,61,365,1.0521,5.5246,67.487,0.437,67.487,False,False
3,1031,XXL,736,4.5671,3,3,365,2.0164,26.0,1.4878,1.0,1.4878,True,False
3,1032,L,368,68.2493,70,61,365,1.0082,5.392,69.4293,0.4038,69.4293,False,False
3,1032,M,755,4.4466,7,5,365,2.0685,26.0,3.3841,1.0,3.3841,True,False
3,1032,S,738,4.474,2,10,365,2.0219,26.0,0.9892,1.0,0.9892,True,False
3,1032,XL,716,4.3315,7,6,365,1.9616,26.0,3.5684,1.0,3.5684,True,False
3,1033,L,361,68.3918,70,60,365,0.989,5.2784,70.7756,0.4949,70.7756,False,False
3,1033,S,371,68.5288,60,82,365,1.0164,5.4138,59.0296,0.3766,59.0296,False,False
3,1033,XXL,80,123.6411,146,120,365,0.2192,0.647,365.0,0.0779,365.0,False,True
3,1034,L,360,68.8767,55,61,365,0.9863,5.2267,55.7639,0.4201,55.7639,False,False
3,1034,M,377,69.7836,80,79,365,1.0329,5.4024,77.4536,0.4839,77.4536,False,False
3,1034,S,353,69.2849,74,68,365,0.9671,5.0949,76.5156,0.3949,76.5156,False,False
3,1034,XL,736,4.4767,6,5,365,2.0164,26.0,2.9755,1.0,2.9755,True,False
3,1034,XXL,373,69.6575,80,80,365,1.0219,5.3548,78.2842,0.4805,78.2842,False,False
3,1035,M,349,69.2849,71,55,365,0.9562,5.0372,74.255,0.3938,74.255,False,False
3,1035,S,726,4.3479,9,9,365,1.989,26.0,4.5248,1.0,4.5248,True,False
3,1035,XL,357,68.7123,54,58,365,0.9781,5.1956,55.2101,0.4629,55.2101,False,False
3,1035,XXL,350,68.9342,67,75,365,0.9589,5.0773,69.8714,0.4106,69.8714,False,False
3,1036,L,747,4.4603,0,6,365,2.0466,26.0,0.0,1.0,0.0,True,False
3,1036,M,86,125.8274,111,119,365,0.2356,0.6835,365.0,0.0401,365.0,False,True
3,1036,XL,779,4.1973,6,3,365,2.1342,26.0,2.8113,1.0,2.8113,True,False
3,1037,M,81,125.0548,142,102,365,0.2219,0.6477,365.0,0.065,365.0,False,True
3,1037,XL,83,124.3945,140,122,365,0.2274,0.6672,365.0,0.0627,365.0,False,True
3,1037,XXL,718,4.6767,5,3,365,1.9671,26.0,2.5418,1.0,2.5418,True,False
3,1038,L,90,125.6575,147,131,365,0.2466,0.7162,365.0,0.0397,365.0,False,True
3,1038,S,75,123.5041,135,141,365,0.2055,0.6073,365.0,0.0493,365.0,False,True
3,1038,XL,82,125.7507,104,120,365,0.2247,0.6521,365.0,0.0487,365.0,False,True
3,1038,XXL,367,69.0849,79,58,365,1.0055,5.3123,78.5695,0.4443,78.5695,False,False
3,1039,L,405,69.5178,60,57,365,1.1096,5.8258,54.0741,0.4894,54.0741,False,False
3,1039,M,726,4.4603,2,9,365,1.989,26.0,1.0055,1.0,1.0055,True,False
3,1039,S,86,124.6904,114,127,365,0.2356,0.6897,365.0,0.05,365.0,False,True
3,1039,XXL,731,4.4192,2,8,365,2.0027,26.0,0.9986,1.0,0.9986,True,False
3,1040,L,722,4.411,1,9,365,1.9781,26.0,0.5055,1.0,0.5055,True,False
3,1040,M,741,4.3726,5,3,365,2.0301,26.0,2.4629,1.0,2.4629,True,False
3,1040,S,704,4.8795,5,10,365,1.9288,26.0,2.5923,1.0,2.5923,True,False
3,1040,XL,740,4.6329,6,9,365,2.0274,26.0,2.9595,1.0,2.9595,True,False
3,1040,XXL,388,68.0301,59,61,365,1.063,5.7034,55.5026,0.5134,55.5026,False,False
4,1001,L,360,69.3562,73,74,365,0.9863,5.1906,74.0139,0.3231,74.0139,False,False
4,1001,M,378,68.2164,81,67,365,1.0356,5.5412,78.2143,0.5786,78.2143,False,False
4,1001,S,89,125.6,128,118,365,0.2438,0.7086,365.0,0.0715,365.0,False,True
4,1001,XL,366,68.2877,64,70,365,1.0027,5.3597,63.8251,0.5481,63.8251,False,False
4,1001,XXL,365,69.3781,77,70,365,1.0,5.261,77.0,0.4375,77.0,False,False
4,1002,M,379,69.7315,76,79,365,1.0384,5.4351,73.1926,0.4282,73.1926,False,False
4,1002,S,363,68.3507,69,68,365,0.9945,5.3108,69.3802,0.4254,69.3802,False,False
4,1002,XL,70,123.9753,112,119,365,0.1918,0.5646,365.0,0.0566,365.0,False,True
4,1002,XXL,741,4.3041,1,4,365,2.0301,26.0,0.4926,1.0,0.4926,True,False
4,1003,M,721,4.5753,8,10,365,1.9753,26.0,4.0499,1.0,4.0499,True,False
4,1003,XL,336,69.0767,55,72,365,0.9205,4.8642,59.747,0.3539,59.747,False,False
4,1003,XXL,85,126.4219,117,111,365,0.2329,0.6724,365.0,0.0649,365.0,False,True
4,1004,L,363,68.6603,73,83,365,0.9945,5.2869,73.4022,0.476,73.4022,False,False
4,1004,M,364,68.7808,78,68,365,0.9973,5.2922,78.2143,0.4808,78.2143,False,False
4,1004,S,364,69.3507,54,57,365,0.9973,5.2487,54.1484,0.4219,54.1484,False,False
4,1004,XXL,730,4.7123,7,3,365,2.0,26.0,3.5,1.0,3.5,True,False
4,1005,L,83,125.2904,132,113,365,0.2274,0.6625,365.0,0.0563,365.0,False,True
4,1005,M,376,69.0575,71,56,365,1.0301,5.4447,68.9229,0.4563,68.9229,False,False
4,1005,XL,86,125.8055,130,119,365,0.2356,0.6836,365.0,0.0745,365.0,False,True
4,1006,L,349,69.0767,84,81,365,0.9562,5.0524,87.851,0.3799,87.851,False,False
4,1006,M,372,69.2274,74,72,365,1.0192,5.3736,72.6075,0.4699,72.6075,False,False
4,1006,S,372,68.7808,85,68,365,1.0192,5.4085,83.4005,0.4615,83.4005,False,False
4,1007,M,375,69.5233,74,60,365,1.0274,5.3939,72.0267,0.4236,72.0267,False,False
4,1007,S,365,68.8877,67,64,365,1.0,5.2985,67.0,0.5806,67.0,False,False
4,1007,XL,92,123.8767,105,134,365,0.2521,0.7427,365.0,0.0653,365.0,False,True
4,1008,L,88,124.0822,130,137,365,0.2411,0.7092,365.0,0.0635,365.0,False,True
4,1008,S,72,125.0904,127,130,365,0.1973,0.5756,365.0,0.0695,365.0,False,True
4,1008,XL,378,69.2932,68,71,365,1.0356,5.4551,65.6614,0.4448,65.6614,False,False
4,1008,XXL,749,4.3781,5,5,365,2.0521,26.0,2.4366,1.0,2.4366,True,False
4,1009,L,88,125.8055,143,140,365,0.2411,0.6995,365.0,0.0807,365.0,False,True
4,1009,S,729,4.4932,1,8,365,1.9973,26.0,0.5007,1.0,0.5007,True,False
4,1009,XL,72,124.5096,148,118,365,0.1973,0.5783,365.0,0.039,365.0,False,True
4,1010,L,359,69.1123,64,80,365,0.9836,5.1944,65.0696,0.4177,65.0696,False,False
4,1010,M,86,124.9123,115,125,365,0.2356,0.6885,365.0,0.063,365.0,False,True
4,1010,S,725,4.3863,2,4,365,1.9863,26.0,1.0069,1.0,1.0069,True,False
4,1010,XL,94,125.3315,145,100,365,0.2575,0.75,365.0,0.0582,365.0,False,True
4,1010,XXL,362,68.8219,64,82,365,0.9918,5.26,64.5304,0.4554,64.5304,False,False
4,1011,S,733,4.5918,6,4,365,2.0082,26.0,2.9877,1.0,2.9877,True,False
4,1011,XL,741,4.7562,7,10,365,2.0301,26.0,3.448,1.0,3.448,True,False
4,1011,XXL,723,4.7534,2,9,365,1.9808,26.0,1.0097,1.0,1.0097,True,False
4,1012,L,716,4.3753,7,6,365,1.9616,26.0,3.5684,1.0,3.5684,True,False
4,1012,M,384,68.6219,78,85,365,1.0521,5.5959,74.1406,0.4106,74.1406,False,False
4,1012,S,751,4.2959,2,8,365,2.0575,26.0,0.972,1.0,0.972,True,False
4,1012,XL,366,69.0603,68,78,365,1.0027,5.2997,67.8142,0.4365,67.8142,False,False
4,1012,XXL,363,68.3315,78,76,365,0.9945,5.3123,78.4298,0.3774,78.4298,False,False
4,1013,L,365,69.0795,71,82,365,1.0,5.2838,71.0,0.4263,71.0,False,False
4,1013,M,697,4.6712,4,5,365,1.9096,26.0,2.0947,1.0,2.0947,True,False
4,1013,S,83,124.5671,142,118,365,0.2274,0.6663,365.0,0.0635,365.0,False,True
4,1013,XL,732,4.4877,7,9,365,2.0055,26.0,3.4904,1.0,3.4904,True,False
4,1013,XXL,740,4.5123,2,10,365,2.0274,26.0,0.9865,1.0,0.9865,True,False
4,1014,L,739,4.6822,3,7,365,2.0247,26.0,1.4817,1.0,1.4817,True,False
4,1014,M,382,68.9425,68,71,365,1.0466,5.5409,64.9738,0.4954,64.9738,False,False
4,1014,XL,370,68.2137,84,61,365,1.0137,5.4241,82.8649,0.503,82.8649,False,False
4,1014,XXL,726,4.4795,3,5,365,1.989,26.0,1.5083,1.0,1.5083,True,False
4,1015,L,367,69.4384,65,55,365,1.0055,5.2853,64.6458,0.3872,64.6458,False,False
4,1015,M,85,124.2,114,103,365,0.2329,0.6844,365.0,0.0571,365.0,False,True
4,1015,S,377,68.989,82,76,365,1.0329,5.4646,79.3899,0.4423,79.3899,False,False
4,1015,XL,355,68.674,66,83,365,0.9726,5.1694,67.8592,0.424,67.8592,False,False
4,1015,XXL,379,69.3562,84,79,365,1.0384,5.4645,80.8971,0.3659,80.8971,False,False
4,1016,L,359,69.2548,59,63,365,0.9836,5.1838,59.9861,0.4067,59.9861,False,False
4,1016,S,364,69.4137,54,67,365,0.9973,5.2439,54.1484,0.4705,54.1484,False,False
4,1016,XL,362,68.2849,58,69,365,0.9918,5.3013,58.4807,0.3892,58.4807,False,False
4,1016,XXL,737,4.2849,8,5,365,2.0192,26.0,3.962,1.0,3.962,True,False
4,1017,L,92,125.2466,115,116,365,0.2521,0.7346,365.0,0.0951,365.0,False,True
4,1017,M,719,4.4986,1,3,365,1.9699,26.0,0.5076,1.0,0.5076,True,False
4,1017,S,84,124.5123,132,147,365,0.2301,0.6746,365.0,0.0493,365.0,False,True
4,1017,XL,358,69.5151,67,83,365,0.9808,5.15,68.3101,0.3789,68.3101,False,False
4,1017,XXL,103,125.011,122,113,365,0.2822,0.8239,365.0,0.0968,365.0,False,True
4,1018,L,89,124.6904,120,141,365,0.2438,0.7138,365.0,0.0565,365.0,False,True
4,1018,M,733,4.3973,2,6,365,2.0082,26.0,0.9959,1.0,0.9959,True,False
4,1018,S,372,69.3151,73,73,365,1.0192,5.3668,71.6263,0.4305,71.6263,False,False
4,1018,XL,83,124.3699,104,136,365,0.2274,0.6674,365.0,0.0391,365.0,False,True
4,1018,XXL,739,4.4247,7,5,365,2.0247,26.0,3.4574,1.0,3.4574,True,False
4,1019,L,736,4.5534,1,5,365,2.0164,26.0,0.4959,1.0,0.4959,True,False
4,1019,M,359,68.1205,54,71,365,0.9836,5.2701,54.9025,0.3179,54.9025,False,False
4,1019,XXL,389,69.8795,58,84,365,1.0658,5.5667,54.4216,0.4484,54.4216,False,False
4,1020,L,369,69.1753,58,83,365,1.011,5.3343,57.3713,0.4607,57.3713,False,False
4,1020,M,756,4.6,3,6,365,2.0712,26.0,1.4484,1.0,1.4484,True,False
4,1020,S,722,4.6027,5,4,365,1.9781,26.0,2.5277,1.0,2.5277,True,False
4,1020,XL,357,69.9945,67,80,365,0.9781,5.1004,68.5014,0.4194,68.5014,False,False
4,1020,XXL,75,124.4411,117,137,365,0.2055,0.6027,365.0,0.0473,365.0,False,True
4,1021,L,370,68.6986,72,70,365,1.0137,5.3858,71.027,0.4134,71.027,False,False
4,1021,M,717,4.4904,5,8,365,1.9644,26.0,2.5453,1.0,2.5453,True,False
4,1021,XXL,724,4.4411,7,7,365,1.9836,26.0,3.529,1.0,3.529,True,False
4,1022,L,365,68.6932,82,69,365,1.0,5.3135,82.0,0.4516,82.0,False,False
4,1022,M,76,124.0603,149,136,365,0.2082,0.6126,365.0,0.0241,365.0,False,True
4,1022,S,368,68.6521,72,73,365,1.0082,5.3604,71.413,0.4086,71.413,False,False
4,1022,XXL,368,70.2575,73,85,365,1.0082,5.2379,72.4049,0.3728,72.4049,False,False
4,1023,L,369,69.9479,61,83,365,1.011,5.2754,60.3388,0.4389,60.3388,False,False
4,1023,M,401,69.0274,68,60,365,1.0986,5.8093,61.8953,0.531,61.8953,False,False
4,1023,S,747,4.3836,5,10,365,2.0466,26.0,2.4431,1.0,2.4431,True,False
4,1023,XL,744,4.5123,3,5,365,2.0384,26.0,1.4718,1.0,1.4718,True,False
4,1024,L,351,70.1233,60,66,365,0.9616,5.0055,62.3932,0.4271,62.3932,False,False
4,1024,M,365,68.8027,71,65,365,1.0,5.305,71.0,0.5031,71.0,False,False
4,1024,S,359,69.5178,80,73,365,0.9836,5.1641,81.337,0.5258,81.337,False,False
4,1024,XXL,77,125.3452,110,112,365,0.211,0.6143,365.0,0.0401,365.0,False,True
4,1025,L,366,69.0411,55,79,365,1.0027,5.3012,54.8497,0.4643,54.8497,False,False
4,1025,M,362,69.0027,70,85,365,0.9918,5.2462,70.5801,0.3853,70.5801,False,False
4,1025,S,740,4.6658,7,5,365,2.0274,26.0,3.4527,1.0,3.4527,True,False
4,1025,XXL,715,4.411,2,4,365,1.9589,26.0,1.021,1.0,1.021,True,False
4,1026,M,355,69.8959,79,80,365,0.9726,5.079,81.2254,0.4008,81.2254,False,False
4,1026,S,377,69.4603,58,78,365,1.0329,5.4276,56.1538,0.4729,56.1538,False,False
4,1026,XXL,101,126.1616,140,121,365,0.2767,0.8006,365.0,0.0551,365.0,False,True
4,1027,L,362,69.0712,54,66,365,0.9918,5.241,54.4475,0.4526,54.4475,False,False
4,1027,XL,71,123.6685,144,104,365,0.1945,0.5741,365.0,0.024,365.0,False,True
